date,isin,bond_name,issuer,bond_type,credit_rating,issue_date,maturity_date,remaining_maturity,coupon_rate,interest_payment_cycle,close_price,ytm,volume,trading_value,payments_per_year,has_option,is_fixed_rate
2026-08-07,KR6000401A57,롯데손해보험8(후),롯데손해보험,금융채,BBB+,2020-05-07,2030-05-07,1369.0,6.08,3개월,8945.0,9.454,12750000,11363850,4.0,True,True
2026-08-07,KR6000401BC4,롯데손해보험신종자본증권 3,롯데손해보험,금융채,BBB0,2021-12-17,2051-12-17,9263.0,6.8,3개월,7950.0,8.944,59870000,47625892,4.0,True,True
2026-08-07,KR6000401C97,롯데손해보험9(후),롯데손해보험,금융채,BBB+,2022-09-02,2032-09-02,2218.0,6.9,1개월,9170.0,8.683,2660000,2436700,12.0,True,True
2026-08-07,KR6000401D70,롯데손해보험11(후),롯데손해보험,금융채,BBB+,2023-07-31,2033-07-31,2550.0,7.5,1개월,9387.0,8.701,950000,890655,12.0,True,True
2026-08-07,KR6000401DC0,롯데손해보험13(후),롯데손해보험,금융채,BBB+,2023-12-04,2033-12-04,2676.0,7.29,1개월,9200.0,8.785,1210000,1105050,12.0,True,True
2026-08-07,KR6000401E61,롯데손해보험15(후),롯데손해보험,금융채,BBB+,2024-06-28,2034-06-28,2882.0,6.8,3개월,8850.5,8.978,2000000,1770188,4.0,True,True
2026-08-07,KR6000401EB0,롯데손해보험17(후),롯데손해보험,금융채,BBB+,2024-11-12,2034-11-12,3019.0,6.2,1개월,8799.5,8.283,12010000,10567201,12.0,True,True
2026-08-07,KR6000541C56,흥국화재신종자본증권3,흥국화재해상보험,금융채,A-,2022-05-31,2052-05-31,9429.0,6.5,3개월,9825.0,6.741,16420000,16157566,4.0,True,True
2026-08-07,KR6000541E96,흥국화재22(후),흥국화재해상보험,금융채,A0,2024-09-26,2034-09-26,2972.0,6.3,1개월,9395.0,7.322,11230000,10460825,12.0,True,True
2026-08-07,KR6000541F38,흥국화재신종자본증권5,흥국화재해상보험,금융채,A-,2025-03-21,2055-03-21,10453.0,6.1,3개월,9000.0,6.971,4040000,3635469,4.0,True,True
2026-08-07,KR60007K1G22,대신자산신탁6,대신자산신탁,금융채,BBB+,2026-02-05,2027-08-05,363.0,5.69,3개월,10050.0,5.202,32700000,32863500,4.0,False,True
2026-08-07,KR6000821EA1,롯데건설149-1,롯데건설,회사채,A0,2024-10-25,2026-10-23,77.0,5.4,1개월,10030.0,4.86,59560000,59715893,12.0,False,True
2026-08-07,KR6000822EA9,롯데건설149-2,롯데건설,회사채,A0,2024-10-25,2027-10-25,444.0,5.7,1개월,10019.0,5.707,11980000,11968912,12.0,False,True
2026-08-07,KR6001792F40,대한제당127,대한제당,회사채,A-,2025-04-30,2028-04-28,630.0,3.663,3개월,9864.1,4.535,100000,98641,4.0,False,True
2026-08-07,KR6002322F13,한진122-2,한진,회사채,BBB+,2025-01-21,2028-01-21,532.0,4.141,3개월,10020.0,4.133,1500000,1502999,4.0,False,True
2026-08-07,KR6002322F54,한진123-2,한진,회사채,BBB+,2025-05-28,2028-05-26,658.0,4.043,3개월,10020.0,4.379,15290000,15317800,4.0,False,True
2026-08-07,KR6002322G12,한진126-2,한진,회사채,BBB+,2026-01-22,2029-01-22,899.0,4.135,3개월,9652.0,5.741,350000,337820,4.0,False,True
2026-08-07,KR6002551F31,케이비손해보험3(후),케이비손해보험,금융채,AA0,2025-03-12,2035-03-12,3139.0,4.2,3개월,9565.5,4.913,1240000,1184714,4.0,True,True
2026-08-07,KR6003342F25,SK에코플랜트182-2,SK에코플랜트,회사채,A-,2025-02-18,2026-08-18,11.0,4.532,1개월,10028.0,3.293,16600000,16646480,12.0,False,True
2026-08-07,KR6003342G24,SK에코플랜트185-1,SK에코플랜트,회사채,A-,2026-02-24,2027-02-24,201.0,3.907,1개월,9990.0,4.365,40000,39960,12.0,False,True
2026-08-07,KR6003343F24,SK에코플랜트182-3,SK에코플랜트,회사채,A-,2025-02-18,2027-02-18,195.0,4.656,1개월,10040.0,4.368,10000,10040,12.0,False,True
2026-08-07,KR6003343G72,SK에코플랜트186-3,SK에코플랜트,회사채,A-,2026-07-30,2028-07-30,723.0,5.153,1개월,10073.0,4.824,157720000,158863360,12.0,False,True
2026-08-07,KR6003412B99,쌍용씨앤이316-2,쌍용씨앤이,회사채,A-,2021-09-16,2026-09-16,40.0,2.962,3개월,10006.1,6.247,600000,600305,4.0,False,True
2026-08-07,KR6003492E24,대한항공106-2,대한항공,회사채,A0,2024-02-28,2027-02-26,203.0,4.499,3개월,10110.0,4.069,65600000,66321600,4.0,False,True
2026-08-07,KR6003492E65,대한항공107-2,대한항공,회사채,A0,2024-06-25,2027-06-25,322.0,3.989,3개월,10050.0,3.946,10000000,10050000,4.0,False,True
2026-08-07,KR6003492EA8,대한항공108-2,대한항공,회사채,A0,2024-10-23,2029-10-23,1173.0,4.135,3개월,9800.0,4.868,3210000,3144800,4.0,False,True
2026-08-07,KR6003492G63,대한항공118-2,대한항공,회사채,A0,2026-06-11,2029-06-11,1039.0,4.71,3개월,10090.0,4.644,55710000,56211390,4.0,False,True
2026-08-07,KR6003493E23,대한항공106-3,대한항공,회사채,A0,2024-02-28,2029-02-28,936.0,4.794,3개월,10130.0,4.636,20000000,20260000,4.0,False,True
2026-08-07,KR6003493F97,대한항공112-3,대한항공,회사채,A0,2025-09-30,2032-09-30,2246.0,3.73,3개월,9600.0,4.551,142010000,136331563,4.0,False,True
2026-08-07,KR6003691D32,코리안리재보험신종자본증권 5,코리안리재보험,금융채,AA0,2023-03-16,2053-03-16,9718.0,5.5,1개월,10071.0,5.472,20430000,20668266,12.0,True,True
2026-08-07,KR60040529A4,에이치디현대오일뱅크121-2,에이치디현대오일뱅크,회사채,AA-,2019-10-14,2026-10-14,68.0,1.882,3개월,9993.2,2.916,10330000,10302205,4.0,False,True
2026-08-07,KR6005283F96,부산은행2025-09이1A-26,부산은행,금융채,AAA,2025-09-26,2026-09-26,50.0,2.59,3개월,10013.9,3.737,2000000,2002780,4.0,False,True
2026-08-07,KR6005831G68,DB손보신종자본증권 4,디비손해보험,금융채,AA0,2026-06-09,2056-06-09,10899.0,5.3,3개월,10081.0,5.302,20000,20162,4.0,True,True
2026-08-07,KR6006221E25,제주은행 조건부(상)6(신종-영구-5콜)(사),제주은행,금융채,A+,2024-02-28,9999-12-31,,5.65,3개월,10050.0,5.683,9200000,9246000,4.0,True,True
2026-08-07,KR6008272F69,산은캐피탈768-2,산은캐피탈,금융채,AA-,2025-06-23,2027-12-23,503.0,2.802,3개월,9872.1,4.016,51020000,50367453,4.0,False,True
2026-08-07,KR6009201F22,무림페이퍼106,무림페이퍼,회사채,A-,2025-02-14,2028-02-14,556.0,4.395,3개월,9912.7,5.7,50000,49563,4.0,False,True
2026-08-07,KR6011331FB3,유니켐41,유니켐,회사채,BB-,2025-11-10,2028-11-10,826.0,3.0,3개월,7400.0,20.37,4830000,3573939,4.0,True,True
2026-08-07,KR6011791G23,SKC146-1,SKC,회사채,A0,2026-02-03,2028-02-03,545.0,4.223,1개월,9998.0,4.268,2020000,2019598,12.0,False,True
2026-08-07,KR6023532E16,롯데쇼핑98-2,롯데쇼핑,회사채,AA-,2024-01-18,2027-01-18,164.0,4.267,3개월,10020.0,4.335,5220000,5226680,4.0,False,True
2026-08-07,KR6023764E98,한국캐피탈535-4,한국캐피탈,금융채,A0,2024-09-25,2026-09-23,47.0,4.969,3개월,10053.0,5.37,100000,100530,4.0,False,True
2026-08-07,KR6023764F22,한국캐피탈542-1,한국캐피탈,금융채,A0,2025-02-20,2026-08-20,13.0,4.244,3개월,10080.0,7.329,4960000,4998720,4.0,False,True
2026-08-07,KR6023765F39,한국캐피탈544-1,한국캐피탈,금융채,A0,2025-03-26,2026-09-22,46.0,4.214,3개월,10055.7,3.621,30000,30150,4.0,False,True
2026-08-07,KR6023766F46,한국캐피탈546-3,한국캐피탈,금융채,A0,2025-04-28,2027-04-28,264.0,4.044,3개월,9977.6,4.514,5640000,5627364,4.0,False,True
2026-08-07,KR602376AG79,한국캐피탈571-5,한국캐피탈,금융채,A0,2026-07-30,2028-07-28,721.0,5.243,3개월,10011.0,5.244,700000000,700770000,4.0,False,True
2026-08-07,KR6023785F19,신한캐피탈507-5,신한캐피탈,금융채,AA-,2025-01-09,2028-01-07,518.0,3.157,3개월,9903.6,4.04,2250000,2228310,4.0,False,True
2026-08-07,KR6025102E37,포스코이앤씨63-2,포스코이앤씨,회사채,A+,2024-03-08,2027-03-08,213.0,4.747,3개월,10020.1,5.739,27800000,27855878,4.0,False,True
2026-08-07,KR6025901F39,동화기업23,동화기업,회사채,BBB+,2025-03-10,2027-03-10,215.0,5.1,1개월,9900.0,7.499,215720000,213689100,12.0,False,True
2026-08-07,KR6025901G61,동화기업25,동화기업,회사채,BBB+,2026-06-01,2027-12-01,481.0,6.5,1개월,9786.0,8.304,19820000,19395852,12.0,False,True
2026-08-07,KR6029272D91,SK실트론49-2,에스케이실트론,회사채,A+,2023-09-06,2026-09-04,28.0,5.079,3개월,10094.9,3.917,2650000,2675165,4.0,False,True
2026-08-07,KR6029692E50,롯데캐피탈461-2,롯데캐피탈,금융채,A+,2024-05-24,2027-05-24,290.0,5.025,3개월,10147.5,4.442,700000,710325,4.0,False,True
2026-08-07,KR6029693BB5,롯데캐피탈424-3,롯데캐피탈,금융채,A+,2021-11-11,2026-11-11,96.0,2.696,3개월,10000.0,5.198,10000,10000,4.0,False,True
2026-08-07,KR602969DE48,롯데캐피탈460-4,롯데캐피탈,금융채,A+,2024-04-30,2027-04-30,266.0,5.189,3개월,10049.5,4.65,35090000,35247863,4.0,False,True
2026-08-07,KR60302039A7,KT192-3,케이티,회사채,AAA,2019-10-11,2029-10-11,1161.0,1.622,3개월,9250.0,4.195,5000000,4625000,4.0,False,True
2026-08-07,KR6030625E76,롯데카드신종자본증권 2,롯데카드,금융채,A0,2024-07-15,2054-07-15,10204.0,5.68,1개월,8791.0,6.662,46470000,39956214,12.0,True,True
2026-08-07,KR6030627E58,롯데카드신종자본증권 1,롯데카드,금융채,A0,2024-05-14,2054-05-14,10142.0,5.99,1개월,8871.0,6.939,306760000,269514176,12.0,True,True
2026-08-07,KR6031012F33,롯데물산15-2,롯데물산,회사채,A+,2025-03-06,2028-03-06,577.0,3.553,3개월,9850.0,4.938,4170000,4107450,4.0,False,True
2026-08-07,KR6034021E94,두산에너빌리티79-1,두산에너빌리티,회사채,A-,2024-09-11,2026-09-11,35.0,4.1,3개월,10069.0,3.498,24200000,24361616,4.0,False,True
2026-08-07,KR6034022E93,두산에너빌리티79-2,두산에너빌리티,회사채,A-,2024-09-11,2027-09-10,399.0,4.571,3개월,10099.7,4.296,13310000,13441926,4.0,False,True
2026-08-07,KR6034222B94,엘지디스플레이43-2(녹),LG디스플레이,회사채,A0,2021-09-14,2026-09-14,38.0,2.792,3개월,10034.0,3.455,24120000,24202008,4.0,False,True
2026-08-07,KR6034612G48,한화호텔앤드리조트50-2,한화호텔앤드리조트,회사채,A-,2026-04-09,2028-04-07,609.0,4.388,3개월,9990.0,4.666,10350000,10339650,4.0,False,True
2026-08-07,KR6034831E86,한국토지신탁45-1,한국토지신탁,금융채,A-,2024-08-28,2026-08-28,21.0,6.365,1개월,10032.0,3.715,20000,20064,12.0,False,True
2026-08-07,KR6034832E28,한국토지신탁44-2,한국토지신탁,금융채,A-,2024-02-22,2027-02-22,199.0,7.402,1개월,10154.0,5.103,1000000,1015400,12.0,False,True
2026-08-07,KR6035651G21,이랜드월드107,이랜드월드,회사채,BBB0,2026-02-06,2027-02-05,182.0,6.7,1개월,9997.8,6.782,165140000,164591083,12.0,False,True
2026-08-07,KR6035651G47,이랜드월드108,이랜드월드,회사채,BBB0,2026-04-23,2027-04-23,259.0,6.306,1개월,9978.9,6.978,128600000,127887799,12.0,False,True
2026-08-07,KR6035652F88,이랜드월드106-2,이랜드월드,회사채,BBB0,2025-08-29,2027-02-26,203.0,6.8,1개월,10030.0,6.548,20000,20060,12.0,False,True
2026-08-07,KR6039331F97,에스엘엘중앙21,에스엘엘중앙,회사채,B-,2025-09-24,2026-09-23,47.0,7.6,1개월,9499.0,51.048,107530000,101385881,12.0,False,True
2026-08-07,KR6039331G13,에스엘엘중앙22,에스엘엘중앙,회사채,B-,2026-01-30,2027-07-30,357.0,7.8,1개월,8400.0,26.756,40660000,34154600,12.0,False,True
2026-08-07,KR6039331G47,에스엘엘중앙23,에스엘엘중앙,회사채,B-,2026-04-30,2028-04-28,630.0,8.5,1개월,8200.0,21.174,19050000,15620296,12.0,False,True
2026-08-07,KR6042662EB7,한화오션8-2,한화오션,회사채,A-,2024-11-27,2026-11-27,112.0,4.689,3개월,10100.0,4.407,28010000,28371220,4.0,False,True
2026-08-07,KR6042662F25,한화오션10-2,한화오션,회사채,A-,2025-02-19,2028-02-18,560.0,4.571,3개월,10072.0,4.756,1080000,1087776,4.0,False,True
2026-08-07,KR6042662F74,한화오션11-2,한화오션,회사채,A-,2025-07-24,2028-07-24,717.0,4.02,3개월,9995.0,4.127,3160000,3158210,4.0,False,True
2026-08-07,KR6042662G24,한화오션12-2,한화오션,회사채,A-,2026-02-11,2029-02-09,917.0,4.187,3개월,9950.0,4.826,14950000,14875250,4.0,False,True
2026-08-07,KR6046291F90,엠지캐피탈387-1,엠지캐피탈,금융채,A0,2025-09-26,2026-09-23,47.0,3.723,3개월,10040.0,3.927,5090000,5110920,4.0,False,True
2026-08-07,KR6046291FC6,엠지캐피탈392-1,엠지캐피탈,금융채,A0,2025-12-12,2026-12-10,125.0,4.088,3개월,10040.0,4.737,10000,10040,4.0,False,True
2026-08-07,KR6046292FC4,엠지캐피탈392-2,엠지캐피탈,금융채,A0,2025-12-12,2026-12-11,126.0,4.088,1개월,10031.6,3.998,30000,30094,12.0,False,True
2026-08-07,KR6046293F23,엠지캐피탈377-3,엠지캐피탈,금융채,A0,2025-02-11,2027-02-11,188.0,4.759,1개월,9960.0,6.245,20030000,19949880,12.0,False,True
2026-08-07,KR6046294EA7,엠지캐피탈368-2,엠지캐피탈,금융채,A0,2024-10-25,2026-10-23,77.0,5.656,3개월,10038.0,4.791,80000,80304,4.0,False,True
2026-08-07,KR6046297F11,엠지캐피탈376-3,엠지캐피탈,금융채,A0,2025-01-23,2027-01-22,168.0,4.81,1개월,10032.0,4.53,20000,20064,12.0,False,True
2026-08-07,KR6046297F29,엠지캐피탈378-3,엠지캐피탈,금융채,A0,2025-02-21,2027-02-19,196.0,4.731,1개월,10034.9,4.478,10000,10034,12.0,False,True
2026-08-07,KR6046297FA7,엠지캐피탈389-2,엠지캐피탈,금융채,A0,2025-10-31,2027-04-30,266.0,3.795,,9946.0,4.65,10640000,10578334,,False,True
2026-08-07,KR6046297FB5,엠지캐피탈391-1,엠지캐피탈,금융채,A0,2025-11-27,2026-11-27,112.0,3.986,3개월,10032.5,5.494,500000,501625,4.0,False,True
2026-08-07,KR6048711EA8,여천NCC84-1,여천NCC,회사채,BBB+,2024-10-17,2026-10-16,70.0,5.5,3개월,10020.0,6.094,9880000,9899760,4.0,False,True
2026-08-07,KR6048712EA6,여천NCC84-2,여천NCC,회사채,BBB+,2024-10-17,2027-10-15,434.0,5.8,3개월,9950.0,6.527,690000,687230,4.0,False,True
2026-08-07,KR6051913B27,LG화학54-3(지),LG화학,회사채,AA0,2021-02-19,2028-02-19,561.0,1.758,3개월,9739.2,3.774,60000,58435,4.0,False,True
2026-08-07,KR6055551C16,신한금융조건부(상)11-1(신종-영구-5콜),신한금융지주회사,금융채,AA-,2022-01-25,9999-12-31,,3.9,3개월,9901.0,3.944,990000,980199,4.0,True,True
2026-08-07,KR6055551D72,신한금융조건부(상)14(신종-영구-5콜),신한금융지주회사,금융채,AA-,2023-07-13,9999-12-31,,5.4,3개월,10230.0,5.297,20000000,20450000,4.0,True,True
2026-08-07,KR6060005C67,국민은행조건부(상)4206이(03)영신23,국민은행,금융채,AA-,2022-06-23,9999-12-31,,4.89,3개월,10000.0,4.919,10000,10000,4.0,True,True
2026-08-07,KR6064981B19,한국남동발전48-1(녹),한국남동발전,회사채,AAA,2021-01-26,2031-01-26,1633.0,1.9,3개월,9150.0,4.002,20000,18300,4.0,False,True
2026-08-07,KR606590A792,현대카드704-2,현대카드,금융채,AA+,2017-09-19,2027-09-19,408.0,3.0,1개월,9938.0,3.708,20000,19876,12.0,True,True
2026-08-07,KR6066574924,LG전자93-4,LG전자,회사채,AA0,2019-02-21,2034-02-21,2755.0,2.954,3개월,9120.0,4.431,50000,45600,4.0,False,True
2026-08-07,KR6066971F95,엘앤에프7,엘앤에프,회사채,BB0,2025-09-09,2030-09-09,1494.0,1.0,3개월,9608.0,4.477,116430000,111767900,4.0,True,True
2026-08-07,KR6067171G17,오텍13,오텍,회사채,BB-,2026-01-12,2031-01-12,1619.0,4.0,3개월,9010.0,6.673,80240000,73820040,4.0,True,True
2026-08-07,KR6068172BB2,한국동서발전40-2,한국동서발전,회사채,AAA,2021-11-03,2026-11-03,88.0,2.761,3개월,9982.5,3.624,301910000,301421733,4.0,False,True
2026-08-07,KR6073981D59,교보생명보험신종자본증권 4(지),교보생명보험,금융채,AA0,2023-05-12,2053-05-12,9775.0,5.8,3개월,10190.0,5.761,9450000,9662850,4.0,True,True
2026-08-07,KR6073981EB3,교보생명보험신종자본증권 6,교보생명보험,금융채,AA0,2024-11-12,2054-11-12,10324.0,4.6,3개월,9800.0,4.8,10000,9800,4.0,True,True
2026-08-07,KR6079161C75,씨제이 씨지브이35CB(신종),씨제이씨지브이,회사채,BBB+,2022-07-21,2052-07-21,9480.0,0.5,3개월,10379.0,0.0,379750000,393661440,4.0,True,True
2026-08-07,KR6079161F72,씨제이 씨지브이41-1,씨제이씨지브이,회사채,A-,2025-07-21,2027-01-21,167.0,5.45,3개월,10016.0,5.649,89720000,89881513,4.0,False,True
2026-08-07,KR6079162F71,씨제이 씨지브이41-2,씨제이씨지브이,회사채,A-,2025-07-21,2027-07-21,348.0,5.6,3개월,10004.8,5.825,36900000,36840445,4.0,False,True
2026-08-07,KR6082481C98,에이비엘생명보험1(후),에이비엘생명보험,금융채,A+,2022-09-29,2032-09-29,2245.0,6.7,1개월,10130.0,6.474,60830000,61621300,12.0,True,True
2026-08-07,KR6082481D30,에이비엘생명보험2(후),에이비엘생명보험,금융채,A+,2023-03-14,2033-03-14,2411.0,6.6,1개월,10168.5,6.365,62740000,63765174,12.0,True,True
2026-08-07,KR6082481E96,에이비엘생명보험3(후),에이비엘생명보험,금융채,A+,2024-09-30,2034-09-30,2976.0,5.9,1개월,10040.0,5.857,191510000,191326192,12.0,True,True
2026-08-07,KR6082481EC1,에이비엘생명보험4(후),에이비엘생명보험,금융채,A+,2024-12-06,2034-12-06,3043.0,5.4,1개월,9785.0,5.727,123150000,121665267,12.0,True,True
2026-08-07,KR6086521F23,에코프로26-1,에코프로,회사채,BBB+,2025-02-24,2026-08-24,17.0,4.9,3개월,10109.0,2.89,10000,10109,4.0,False,True
2026-08-07,KR6086791C60,하나금융조건부(상)11,하나금융지주,금융채,AA-,2022-06-10,9999-12-31,,4.55,3개월,10047.0,4.561,10000,10047,4.0,True,True
2026-08-07,KR6086791D85,하나금융조건부(상)13,하나금융지주,금융채,AA-,2023-08-07,9999-12-31,,5.25,3개월,10020.0,5.239,31980000,32043960,4.0,True,True
2026-08-07,KR6086891DC9,이수앱지스8CB,이수앱지스,회사채,B+,2023-12-22,2026-12-22,137.0,3.0,3개월,10551.0,0.0,302550000,329345728,4.0,True,True
2026-08-07,KR6086951C66,푸본현대생명보험20(후),푸본현대생명보험,금융채,A-,2022-06-28,2032-06-28,2152.0,6.2,3개월,9800.0,6.752,46270000,45342796,4.0,True,True
2026-08-07,KR6086951D40,푸본현대생명보험23(후),푸본현대생명보험,금융채,A-,2023-04-26,2033-04-26,2454.0,7.3,1개월,9324.0,8.677,4740000,4529927,12.0,True,True
2026-08-07,KR6086951D65,푸본현대생명보험24(후),푸본현대생명보험,금융채,A-,2023-06-16,2033-06-16,2505.0,7.28,1개월,9332.0,8.658,14220000,13410252,12.0,True,True
2026-08-07,KR6086951E31,푸본현대생명보험26(후),푸본현대생명보험,금융채,A-,2024-03-15,2034-03-15,2777.0,6.9,1개월,8955.0,8.871,60000,54452,12.0,True,True
2026-08-07,KR6086951E56,푸본현대생명보험27(후),푸본현대생명보험,금융채,A-,2024-05-31,2034-05-31,2854.0,7.0,1개월,9059.0,8.686,224290000,202111082,12.0,True,True
2026-08-07,KR6087801E80,케이디비생명보험12(후),KDB생명보험,금융채,A0,2024-08-30,2034-08-30,2945.0,5.82,1개월,9880.0,6.027,7080000,6995040,12.0,True,True
2026-08-07,KR6088351C68,한화생명보험3(후),한화생명보험,금융채,AA+,2022-06-17,2032-06-17,2141.0,5.3,3개월,10039.0,5.368,52490000,52678466,4.0,True,True
2026-08-07,KR6088351D83,한화생명보험4(후),한화생명보험,금융채,AA+,2023-08-02,2033-08-02,2552.0,6.0,3개월,10165.0,5.725,33700000,34160761,4.0,True,True
2026-08-07,KR6088351E74,한화생명보험신종자본증권 5,한화생명보험,금융채,AA0,2024-07-17,2054-07-17,10206.0,4.8,3개월,9715.0,5.008,50200000,48892190,4.0,True,True
2026-08-07,KR6095081C37,흥국생명보험신종자본증권 2,흥국생명보험,금융채,A+,2022-03-31,2052-03-31,9368.0,4.8,3개월,9939.0,4.875,160000000,159024000,4.0,True,True
2026-08-07,KR6095081C94,흥국생명보험8(후),흥국생명보험,금융채,AA-,2022-09-29,2032-09-29,2245.0,6.2,1개월,10100.0,6.033,11350000,11462237,12.0,True,True
2026-08-07,KR6095081F26,흥국생명보험9(후),흥국생명보험,금융채,AA-,2025-02-28,2035-02-28,3127.0,4.8,3개월,9550.0,5.602,12620000,12052110,4.0,True,True
2026-08-07,KR6095231FC2,애큐온캐피탈252-1,애큐온캐피탈,금융채,A0,2025-12-23,2026-11-23,108.0,4.088,3개월,10054.9,3.911,20000,20108,4.0,False,True
2026-08-07,KR6095232FB2,애큐온캐피탈251-2,애큐온캐피탈,금융채,A0,2025-11-10,2027-05-10,276.0,3.928,3개월,10020.0,4.941,20000,20040,4.0,False,True
2026-08-07,KR6095234F22,애큐온캐피탈241-4,애큐온캐피탈,금융채,A0,2025-02-12,2027-02-12,189.0,4.589,1개월,10042.4,4.384,10000,10042,12.0,False,True
2026-08-07,KR6095234F30,애큐온캐피탈243-4,애큐온캐피탈,금융채,A0,2025-03-12,2027-03-12,217.0,4.527,1개월,10017.0,4.775,24010000,24050821,12.0,False,True
2026-08-07,KR6095235F96,애큐온캐피탈250-5,애큐온캐피탈,금융채,A0,2025-09-15,2028-03-15,586.0,4.029,3개월,9820.0,5.586,2490000,2445180,4.0,False,True
2026-08-07,KR6095237F94,애큐온캐피탈250-7,애큐온캐피탈,금융채,A0,2025-09-15,2028-08-14,738.0,4.233,3개월,10000.0,4.548,14160000,13973000,4.0,False,True
2026-08-07,KR60959219A1,현대커머셜366,현대커머셜,금융채,AA-,2019-10-31,2029-10-31,1181.0,2.791,3개월,9613.0,4.093,20000,19226,4.0,False,True
2026-08-07,KR6103161EB6,풀무원식품신종자본증권 77,풀무원식품,회사채,BBB0,2024-11-13,2054-11-13,10325.0,6.2,3개월,9697.0,6.548,980000,950306,4.0,True,True
2026-08-07,KR6105561C25,KB금융조건부(상)8-1,KB금융지주,금융채,AA-,2022-02-16,9999-12-31,,4.0,3개월,10030.0,4.024,10000,10030,4.0,True,True
2026-08-07,KR6105561C58,KB금융조건부(상)9-1,KB금융지주,금융채,AA-,2022-05-12,9999-12-31,,4.68,3개월,10050.0,4.708,85220000,85603648,4.0,True,True
2026-08-07,KR6105561D24,KB금융조건부(상)11-2,KB금융지주,금융채,AA-,2023-02-03,9999-12-31,,5.03,3개월,9900.0,5.083,930000,920700,4.0,True,True
2026-08-07,KR6105562B58,KB금융조건부(상)6-2(녹),KB금융지주,금융채,AA-,2021-05-28,9999-12-31,,3.6,3개월,9300.0,3.9,22470000,20897100,4.0,True,True
2026-08-07,KR6105563B24,KB금융조건부(상)5-3,KB금융지주,금융채,AA-,2021-02-19,9999-12-31,,3.28,3개월,9290.0,3.557,20090000,18663610,4.0,True,True
2026-08-07,KR6108261B80,케이비라이프생명보험2(후),케이비라이프생명보험,금융채,AA0,2021-08-24,2031-08-24,1843.0,3.61,3개월,10045.0,3.672,1240000,1245218,4.0,True,True
2026-08-07,KR6108672B91,LX하우시스13-2,LX하우시스,회사채,A+,2021-09-29,2026-09-29,53.0,2.678,3개월,10000.0,4.648,360000,360000,4.0,False,True
2026-08-07,KR6120112E42,코오롱인더스트리65-2,코오롱인더스트리,회사채,A0,2024-04-09,2027-04-09,245.0,4.388,3개월,9933.0,5.936,3990000,3963267,4.0,False,True
2026-08-07,KR6123272EB7,코리아세븐30-2,코리아세븐,회사채,A0,2024-11-08,2026-11-06,91.0,4.327,3개월,10105.0,4.407,21840000,22069051,4.0,False,True
2026-08-07,KR6123892E42,한국자산신탁8-2,한국자산신탁,금융채,A-,2024-04-29,2027-04-29,265.0,6.9,1개월,10100.0,5.724,47440000,47944585,12.0,False,True
2026-08-07,KR6123892F25,한국자산신탁9-2,한국자산신탁,금융채,A-,2025-02-24,2028-02-24,566.0,5.619,1개월,10000.0,5.761,4400000,4403000,12.0,False,True
2026-08-07,KR6138041E24,메리츠금융지주신종자본증권 6,메리츠금융지주,금융채,A+,2024-02-22,2054-02-20,10059.0,5.8,3개월,10043.0,5.857,1540000,1545130,4.0,True,True
2026-08-07,KR6138041F49,메리츠금융지주신종자본증권 8,메리츠금융지주,금융채,A+,2025-04-03,2055-04-03,10466.0,4.7,3개월,9575.0,5.009,110350000,105660612,4.0,True,True
2026-08-07,KR6138931D93,BNK금융 조건부(상)10,BNK금융지주,금융채,AA-,2023-09-22,9999-12-31,,5.7,3개월,10120.0,5.672,68960000,69547650,4.0,True,True
2026-08-07,KR6138931E27,BNK금융 조건부(상)11,BNK금융지주,금융채,AA-,2024-02-15,9999-12-31,,4.97,3개월,9901.0,5.077,92490000,91747495,4.0,True,True
2026-08-07,KR6139131D65,iM금융지주7(신종-영구-5콜),아이엠금융지주,금융채,AA-,2023-06-26,9999-12-31,,5.8,3개월,10120.0,5.768,16700000,16833600,4.0,True,True
2026-08-07,KR6139482G18,이마트29-2,이마트,회사채,AA-,2026-01-21,2029-01-21,898.0,3.602,3개월,9950.0,3.887,10000,9950,4.0,False,True
2026-08-07,KR6140481F83,제이티비씨41,제이티비씨,회사채,BBB0,2025-08-01,2027-07-30,357.0,7.8,1개월,3398.0,130.531,800000,271840,12.0,False,True
2026-08-07,KR6140481G25,제이티비씨42,제이티비씨,회사채,BBB0,2026-02-13,2028-02-11,553.0,8.1,,3100.0,97.623,76060000,23548431,,False,True
2026-08-07,KR6140483F24,제이티비씨37-2,제이티비씨,회사채,BBB0,2025-02-19,2027-02-19,196.0,6.7,1개월,3197.9,249.639,1590000,489995,12.0,False,True
2026-08-07,KR6150351D99,삼척블루파워9,삼척블루파워,회사채,A+,2023-09-15,2026-09-15,39.0,7.402,1개월,10078.0,4.311,74140000,74719164,12.0,False,True
2026-08-07,KR6150351E64,삼척블루파워10,삼척블루파워,회사채,A+,2024-06-25,2027-06-25,322.0,6.585,1개월,10115.0,5.513,106070000,107236580,12.0,False,True
2026-08-07,KR6150351E98,삼척블루파워11,삼척블루파워,회사채,A+,2024-09-13,2027-09-13,402.0,6.331,1개월,10145.9,5.36,259120000,261754473,12.0,False,True
2026-08-07,KR6150351F48,삼척블루파워12,삼척블루파워,회사채,A+,2025-04-25,2028-04-25,627.0,5.625,1개월,9979.0,5.874,196300000,195886314,12.0,False,True
